Debt_to_GDP	GDP_Growth
27.1686756472154	3.84674166509373
31.8664230237431	5.03672042034297
33.6478367011133	3.07901753477167
40.9992084548247	0.276088024593605
31.6602314031611	3.76177122621912
33.0093502628573	2.78383354652405
32.2486390344176	3.4161267268946
29.1700189511222	6.51713885377283
23.0666764524179	3.80424428454798
22.5985503460496	1.86129267860605
19.3484055852702	3.45489344885198
20.067323666994	5.86393596651769
21.0086121963045	4.68965724549602
18.0473795385368	4.48613161523512
69.2264125544733	6.90270247216083
66.2817586248671	4.11782588294032
69.0760103254617	7.26349029603921
74.082190707757	-2.60473409198144
55.9758597311477	3.78710378064847
55.9889096354886	2.71668552065563
35.442247195029	4.16235066823292
46.5656471581538	6.3936663253368
47.6257691620209	6.78411966003432
50.6062629648635	7.24547986692529
51.2727904226404	5.64515915604163
52.1832993863618	5.45109403202389
52.0331586963563	8.19440351757765
58.2777103305044	7.53428173032866
60.5562898681274	7.89518422976431
63.0918598841689	7.64449221776582
58.2364465802722	4.57324198890292
56.5678102867184	4.08685651051928
46.5656471581538	6.3936663253368
47.6257691620209	6.78411966003432
50.8423091675609	7.68973935167961
50.6062629648635	7.24547986692529
51.2727904226404	5.64515915604163
52.0331586963563	8.19440351757765
57.0954415021292	3.48063577458643
63.9289388384921	7.54604881614362
61.480702979549	3.77199800153592
56.5678102867184	4.08685651051928
53.0292543715132	4.01541716935742
83.4542023899143	-3.31375636888916
74.8082518103115	2.06257790176122
79.8771647108445	3.90893551362245
72.9442880579616	2.24022695382642
70.4662619818776	1.7072283175406
69.1921886031503	2.46351683915714
42.5637250641322	2.58355480961319
52.4833906656816	-11.1839399355384
60.080359768226	5.80000000065645
50.0284206863703	7.59999999853918
28.5706752868622	2.21004795300735
20.0582738191257	3.78947119882653
21.4023842789788	2.7709261737475
22.8245660455405	4.21894147547516
25.8412136969849	3.94980535772942
77.6639776530748	10.8779009410268
47.6225079407988	0.997411675486745
36.4498330286183	4.52003886739061
22.9908535609144	1.44609991235758
18.7520042790972	4.14841930754267
70.5694533398636	3.81499327422425
29.0713708137176	4.3342989754845
7.54545632569935	8.29396129093843
20.2540605565848	6.4669995195042
27.1047836328351	2.49094875338352
31.2044521104432	4.73956739963045
62.3690591999655	6.07054621673575
39.8801045313301	2.53218349471909
37.5981780556757	-3.82957056812593
24.5487262642116	1.65112470228097
18.5574619808712	0.199995231733979
6.57022058767027	9.40000151584914
12.3366860124798	5.04526758311702
11.440616774975	4.72530605111095
15.0144518163306	5.80000327485702
61.0308317738748	3.89226067249989
61.1342977094366	4.06646561608865
62.4120191090005	-0.13007112300869
62.033292116626	-1.62747776449082
69.6837899301797	2.2191905367057
