X_bee_entrance_traffic_hourly_mean	Y_next_hour_weight_change_kg
1047.1666667	0.008283329999999367
522.5	0.0056083300000011604
374.41666667	0.004591669999999937
651.41666667	0.019433330000000026
666.5	0.02383333999999948
868.5	0.021166660000000448
1340.6666667	0.014899999999999025
946.75	0.0018416700000010167
842.33333333	-0.035891670000001596
271.41666667	-0.035024999999999196
229.41666667	0.02338334000000053
388.58333333	0.08511665999999884
298.0	0.036591669999999965
528.33333333	0.026808329999999714
631.5	0.006716669999999425
553.83333333	0.014441659999999246
711.66666667	0.014475000000000904
845.41666667	0.028425000000000367
647.5	0.020574999999999122
589.16666667	-0.014408330000000191
412.0	0.006083330000000942
329.0	-0.021325000000000927
209.83333333	-0.015733329999999768
413.75	0.048683330000001135
229.58333333	0.10511666999999925
75.583333333	0.0061833300000007085
793.66666667	-0.0054666599999997345
581.5	0.004825000000000301
357.16666667	0.023541659999999354
582.83333333	0.01995834000000052
470.0	0.01221665999999999
456.91666667	0.02090834000000008
472.16666667	0.020574999999999122
323.83333333	0.00926665999999976
102.0	0.02528334000000143
194.66666667	-0.0457083400000009
98.75	0.05110834000000075
209.91666667	0.10910832999999975
28.75	0.05008332999999965
470.75	-0.0008250000000007418
423.25	0.003458330000000842
432.16666667	0.03247499999999981
245.91666667	0.04735832999999978
305.41666667	0.045399999999999
366.5	0.036183340000000896
403.5	0.008308330000000197
360.91666667	0.016616669999999445
237.66666667	0.02260833000000062
128.91666667	0.017258329999998878
82.75	-0.003133329999998935
60.916666667	0.08427499999999988
28.833333333	0.05144166999999911
179.41666667	-0.005616670000000212
370.58333333	0.02075000000000138
588.33333333	0.04279999999999973
168.25	0.03944167000000043
393.5	0.05001666999999976
412.08333333	0.030358329999998546
220.58333333	-0.06969999999999921
99.0	-0.030691669999999505
177.16666667	-0.027766660000001053
91.833333333	0.016525000000001455
102.91666667	0.04786665999999862
122.41666667	0.09017500000000034
72.083333333	0.03141667000000048
320.58333333	-0.012108330000000223
122.83333333	0.006583329999999776
197.66666667	0.0230750000000004
239.83333333	0.030974999999999753
129.5	0.010816670000000528
186.83333333	0.024966669999999525
388.41666667	0.00800832999999912
211.41666667	-0.00134999999999863
75.333333333	0.024074999999999847
150.5	0.029741669999999942
121.58333333	0.005483329999998787
128.58333333	0.08639167000000114
43.166666667	0.025983329999998972
192.75	-0.01471667000000032
129.75	0.009416670000000238
285.16666667	0.02100832999999902
213.58333333	0.022575000000001566
320.0	0.034724999999999895
363.5	0.02938332999999993
512.08333333	-0.0032916600000003626
240.58333333	0.06347500000000039
43.25	0.0214833299999988
453.66666667	-0.01484166999999914
529.0	-0.00694999999999979
489.25	-0.0003416600000001324
584.16666667	-0.0031583400000005923
425.16666667	-0.055633339999999976
263.91666667	0.021158339999999498
351.08333333	0.018816660000000596
227.91666667	0.0021833400000002
181.91666667	0.005449999999999733
296.0	0.021250000000000213
556.33333333	-0.0010666700000001583
235.16666667	0.0044833299999993415
230.08333333	0.005275000000001029
124.41666667	0.020316669999999704
47.25	0.023249999999999105
27.333333333	0.07374167000000043
65.083333333	0.025308329999999657
477.41666667	-0.00243332999999879
216.08333333	0.02132499999999915
361.5	0.02756667000000057
226.08333333	0.028091659999999408
466.16666667	0.02833333999999965
463.41666667	0.02076666000000138
290.75	-0.007650000000001711
516.83333333	0.013608340000001107
196.41666667	-0.019574999999999676
62.916666667	0.01264999999999894
86.916666667	0.04978333000000035
32.75	0.10197500000000126
36.5	0.02258332999999979
353.75	-0.012100000000000222
203.0	0.03089999999999904
277.58333333	0.022716670000001216
477.58333333	0.037041659999999865
436.91666667	0.01019999999999932
362.75	0.020141669999999223
252.91666667	-0.008549999999999613
99.583333333	0.02476666999999999
44.166666667	-0.04024167000000034
35.083333333	0.013091670000001443
41.083333333	0.026141659999998623
51.833333333	0.1004750000000012
20.666666667	0.053316670000000954
449.0	0.0024083299999997365
274.41666667	0.026324999999999932
248.41666667	0.01875833000000071
145.25	0.023083339999999453
253.41666667	0.033449999999998425
278.5	0.015516660000002958
282.66666667	-0.006099999999999994
356.66666667	0.013149999999999551
162.75	-0.03248333000000159
91.25	-0.017191669999998993
101.66666667	0.05041667000000061
96.833333333	0.0880833299999999
46.5	0.03152499999999847
574.0	-0.008308330000001973
444.33333333	0.029033330000000745
337.58333333	0.09984167
120.33333333	-0.04094166999999871
177.91666667	0.01729999999999876
272.25	0.021058329999998904
275.0	-0.011849999999999028
291.91666667	0.0025166699999985553
173.16666667	0.0029416700000020057
244.66666667	0.00557500000000033
144.25	0.041808329999998506
118.58333333	0.07524167000000048
88.75	0.027391659999999263
463.16666667	-0.032125000000000625
238.41666667	0.028358329999999654
297.83333333	0.0309500000000007
226.41666667	0.03123334
217.58333333	0.020699999999997942
224.83333333	0.008841660000001639
308.08333333	0.005333339999999964
362.58333333	0.00801665999999912
256.0	-0.004883329999998409
142.16666667	0.019116669999998948
97.083333333	0.0005750000000013245
75.833333333	0.07061665999999889
29.5	0.017125000000000057
195.75	-0.023025000000000517
143.58333333	0.023708329999998057
62.416666667	0.027933340000000584
73.083333333	0.025500000000000966
111.83333333	0.019708330000000274
118.0	0.007483329999999455
327.66666667	-0.0005583300000004954
377.75	0.010841670000001358
525.25	0.015058329999998676
106.66666667	0.032450000000000756
96.416666667	0.05549166999999855
70.333333333	0.04805832999999993
58.75	-0.0012083299999972041
105.91666667	0.00013333999999787238
129.33333333	0.03001666000000114
266.58333333	0.03388333999999915
87.333333333	0.02262500000000145
121.33333333	0.010774999999998869
244.91666667	0.009550000000000836
169.75	-0.006616669999999658
298.66666667	0.005166669999997708
431.08333333	0.007041660000002281
328.75	0.008699999999997488
165.66666667	0.01074167000000159
23.833333333	-0.0017833299999985286
24.333333333	-0.00872500000000187
248.58333333	0.003575000000001438
180.33333333	0.021074999999999733
275.66666667	0.03170000000000073
79.166666667	0.020516669999999237
135.66666667	0.01285000000000025
494.75	0.0007583300000000293
305.0	-0.001474999999999227
630.08333333	-0.001100000000000989
535.0	-0.0041916600000000415
390.0	-0.002808340000001408
291.33333333	-0.00108333000000016
283.25	0.0032750000000021373
46.666666667	-0.00619166999999976
117.75	0.018991659999997523
119.41666667	0.025166670000000835
111.66666667	0.03685833000000116
218.83333333	0.02830833999999882
370.0	0.014491660000000905
260.25	-0.004349999999998744
238.41666667	-0.009891660000000968
241.91666667	-0.0032166700000004766
284.83333333	-0.001766669999998527
350.16666667	0.004833339999997577
350.25	-0.004683339999999703
232.41666667	0.003108340000000709
91.416666667	-0.0036249999999995453
90.916666667	-0.0197083400000011
128.91666667	0.017900000000000915
59.833333333	0.04329166999999856
190.25	0.03777499999999989
221.66666667	0.014341670000000306
442.91666667	0.0006500000000002615
274.58333333	-0.002741669999998919
420.83333333	-0.0046416700000015965
296.0	-0.0052916600000010305
228.58333333	0.0038916600000007406
337.75	0.005758339999999862
16.5	0.0003416600000001324
48.833333333	-0.00906665999999845
144.91666667	0.0150333300000014
146.16666667	0.024433329999997255
210.58333333	0.040008339999999976
186.08333333	0.03990000000000293
300.58333333	0.031783329999999665
217.25	0.009216670000000704
232.25	-0.0057000000000009265
316.66666667	-0.002866669999999516
274.75	-0.003875000000000739
367.58333333	-0.0062666699999986974
161.5	0.005391669999998072
17.916666667	0.0021666700000011474
27.333333333	-0.007441670000002176
226.75	0.026958329999999364
87.916666667	0.01640000000000086
172.5	0.028733329999997892
84.25	0.03641667000000126
198.91666667	0.0360666700000003
248.33333333	0.017841659999998427
305.0	0.0062083400000005895
304.25	-0.0073666699999996865
257.41666667	0.00110833000000099
88.833333333	0.0074416699999986236
13.583333333	-0.001300000000000523
19.333333333	-0.0006833299999975395
25.25	-0.0071166700000020455
93.833333333	0.019908329999999808
114.41666667	0.02766666999999856
286.33333333	0.04310000000000258
124.66666667	0.05071666999999991
210.66666667	0.040158330000000575
243.08333333	0.013258329999999319
154.33333333	-0.0029416600000011783
144.41666667	-0.008708339999998316
209.08333333	-0.004925000000000068
187.0	0.006766669999997532
51.833333333	0.008916670000001403
33.583333333	-0.009566670000001665
18.0	0.007466670000003006
186.0	0.011466669999997237
123.33333333	0.020991670000000795
191.5	0.03439166000000071
86.583333333	0.04475834000000134
133.25	0.04467499999999802
147.91666667	0.021308330000000097
197.83333333	0.006050000000001887
220.41666667	0.00243332999999879
405.25	0.005324999999999136
232.75	0.009766670000001199
61.583333333	0.014133329999999944
25.75	0.004016669999998612
41.75	-0.008924999999997851
174.0	-0.039425000000001376
146.83333333	0.028708340000001442
183.58333333	0.03879999999999839
53.583333333	0.033508330000000086
91.333333333	0.036325000000001495
165.41666667	0.04124999999999801
230.41666667	0.01947499999999991
216.5	0.005816670000001523
373.66666667	0.002583330000000217
153.5	0.005983329999999398
42.166666667	0.0010416699999993284
28.75	0.005400000000001626
82.666666667	-0.00730000000000075
194.91666667	0.0017416600000004223
164.58333333	0.02595833999999897
266.41666667	0.03860000000000241
138.0	0.04201665999999804
113.66666667	0.03792500000000132
140.0	0.03706666999999797
211.08333333	0.025466670000000136
234.08333333	0.02507500000000107
160.33333333	0.021458330000001524
49.666666667	0.027091669999997237
66.166666667	0.021075000000003286
36.166666667	-0.0012500000000024158
16.416666667	-0.013358339999999913
102.41666667	0.005208330000002093
125.08333333	0.024558329999997852
224.33333333	0.03851666999999992
225.0	0.053366670000002614
216.33333333	0.055749999999999744
201.66666667	0.012574999999998226
342.08333333	-0.001708340000000419
298.5	-0.006016660000000229
196.08333333	-0.0012666699999996922
129.5	0.006483330000001786
232.5	0.005050000000000665
174.66666667	-0.0033000000000029672
100.75	-0.013816659999999814
265.25	-0.05773333000000136
125.75	0.0016666700000023127
142.66666667	0.03195832999999837
116.58333333	0.041558330000000865
144.08333333	0.02798333999999869
159.5	0.020841660000002094
158.25	0.02520833999999894
193.33333333	0.029616659999998518
218.33333333	0.016450000000002518
130.83333333	0.002758339999999748
101.41666667	0.00274999999999892
63.166666667	-0.00200833999999972
44.25	-0.010425000000001461
284.41666667	0.019400000000000972
183.91666667	0.004566669999999107
104.25	0.04135000000000133
189.83333333	0.04529999999999745
115.75	0.03730000000000189
153.91666667	0.019375000000000142
132.16666667	-0.00020834000000036212
167.83333333	0.0
156.75	0.008016669999999948
250.75	0.007758329999997926
185.5	0.012225000000000819
89.083333333	0.009341670000001301
81.333333333	-0.007816670000000414
157.91666667	0.04968210999999911
16.833333333	0.016151220000001132
48.75	0.03884167000000005
127.33333333	0.0467166600000013
273.91666667	0.03676666999999867
382.58333333	0.03310000000000102
576.25	0.01629999999999754
540.25	0.0008499999999997954
622.16666667	-0.008316669999999249
309.58333333	-0.005908330000000461
170.0	-0.004974999999998175
24.833333333	-0.004883330000001962
22.333333333	-0.00894166999999868
221.83333333	0.021441660000000695
349.08333333	0.010749999999998039
254.66666667	0.025208340000002494
117.5	0.020666659999999837
150.58333333	0.029274999999998386
366.16666667	0.03566667000000123
408.5	0.01608333000000073
469.08333333	0.011599999999997834
490.25	0.01688333999999969
427.33333333	0.0011666600000026506
368.0	0.003083339999999879
196.41666667	0.0018416600000001893
36.416666667	-0.01089166000000219
366.66666667	-0.030666669999998675
100.41666667	-0.013875000000002302
153.25	0.0014250000000011198
72.083333333	0.008741669999999147
95.333333333	0.010866670000002188
185.08333333	0.022091659999997404
214.16666667	0.035191669999999675
196.66666667	0.04279167000000328
231.5	-0.002741670000002472
250.33333333	-0.004933330000000069
178.41666667	-0.003458339999998117
84.916666667	-0.001008330000001223
49.416666667	-0.0017500000000012506
494.5	-0.011258340000001255
425.5	-0.0012833299999996939
248.41666667	-0.015183329999999273
204.16666667	-0.006599999999998829
177.33333333	0.0009249999999987324
197.83333333	0.005075000000001495
185.91666667	0.003849999999999909
293.58333333	-0.010025000000002393
222.25	-0.00033333999999740627
85.25	0.05653333999999788
