Soil_Moisture_m3_m3	Evapotranspiration_mm
0.35470833333333335	0.010833333333333334
0.373875	0.035833333333333335
0.3875416666666667	0.03416666666666667
0.40562499999999996	0.029166666666666664
0.397875	0.02666666666666667
0.3961666666666667	0.016666666666666666
0.38304166666666667	0.01625
0.377125	0.011250000000000001
0.4017916666666667	0.051666666666666666
0.42008333333333336	0.07666666666666667
0.413375	0.050833333333333335
0.40054166666666663	0.05333333333333334
0.38833333333333336	0.03166666666666667
0.38275	0.022083333333333333
0.38004166666666667	0.03125
0.3755	0.014166666666666668
0.37404166666666666	0.020416666666666666
0.37670833333333337	0.014583333333333335
0.3722916666666667	0.012499999999999999
0.3701666666666667	0.015416666666666667
0.36725	0.015416666666666667
0.36474999999999996	0.015416666666666667
0.36562500000000003	0.015833333333333335
0.36437499999999995	0.03625
0.3640833333333333	0.034583333333333334
0.365125	0.0275
0.36991666666666667	0.025416666666666667
0.3754583333333333	0.030416666666666665
0.37316666666666665	0.019583333333333335
0.38525000000000004	0.01916666666666667
0.38408333333333333	0.03958333333333334
0.37904166666666667	0.024166666666666666
0.3765	0.034583333333333334
0.37404166666666666	0.03416666666666667
0.372125	0.02041666666666667
0.3698333333333333	0.02291666666666667
0.3662916666666667	0.03916666666666667
0.363	0.04666666666666667
0.3607916666666666	0.0675
0.36395833333333333	0.035416666666666666
0.4150416666666667	0.025416666666666667
0.40199999999999997	0.02666666666666667
0.3930833333333334	0.04041666666666666
0.386625	0.0425
0.38045833333333334	0.04041666666666666
0.3760833333333333	0.04708333333333334
0.37083333333333335	0.050833333333333335
0.36566666666666664	0.04541666666666667
0.3626666666666667	0.02
0.3605416666666667	0.041666666666666664
0.35775	0.0525
0.35375	0.06541666666666666
0.3575	0.03291666666666667
0.3777083333333333	0.03375
0.3953333333333333	0.016666666666666666
0.406375	0.04041666666666666
0.39158333333333334	0.0375
0.38008333333333333	0.0525
0.37399999999999994	0.05125
0.37070833333333336	0.049166666666666664
0.389375	0.0525
0.3785833333333333	0.08875
0.36791666666666667	0.0675
0.3626666666666667	0.07041666666666667
0.35870833333333335	0.06
0.35474999999999995	0.05375
0.3505416666666667	0.07708333333333334
0.3440833333333333	0.08291666666666667
0.3392916666666667	0.0725
0.36520833333333336	0.02291666666666667
0.3734166666666667	0.07708333333333334
0.3601666666666667	0.048749999999999995
0.35766666666666663	0.0375
0.36762500000000004	0.055
0.35870833333333335	0.07083333333333333
0.34904166666666664	0.08916666666666667
0.3405416666666667	0.09166666666666667
0.33416666666666667	0.08416666666666667
0.3295	0.09083333333333334
0.32466666666666666	0.09458333333333334
0.3205	0.07041666666666667
0.31620833333333337	0.08750000000000001
0.3105833333333333	0.1125
0.305125	0.09541666666666666
0.3250416666666667	0.06208333333333333
0.3522083333333333	0.07208333333333333
0.3424583333333333	0.10041666666666667
0.335875	0.05416666666666667
0.3505	0.07083333333333333
0.36116666666666664	0.085
0.35712499999999997	0.10083333333333333
0.3672916666666666	0.0625
0.3682916666666667	0.11
0.3501666666666667	0.09250000000000001
0.342125	0.09208333333333334
0.3385416666666667	0.09250000000000001
0.33512500000000006	0.09958333333333334
0.34558333333333335	0.06583333333333334
0.3484583333333333	0.10958333333333332
0.33187500000000003	0.13125
0.32245833333333335	0.12958333333333333
0.319625	0.12416666666666666
0.31145833333333334	0.13749999999999998
0.30591666666666667	0.13999999999999999
0.291375	0.18583333333333332
0.2765	0.2025
0.2939583333333334	0.08625
0.3577916666666667	0.12416666666666666
0.3300416666666667	0.09208333333333334
0.31154166666666666	0.15833333333333333
0.29191666666666666	0.19708333333333336
0.27429166666666666	0.17791666666666664
0.27287500000000003	0.14875000000000002
0.26795833333333335	0.15083333333333335
0.25529166666666664	0.18875
0.244125	0.14875
0.23929166666666668	0.19666666666666666
0.23625	0.11541666666666667
0.24779166666666666	0.17
0.23683333333333334	0.12
0.23749999999999996	0.08583333333333333
0.270625	0.06541666666666666
0.2884583333333333	0.05583333333333334
0.28812499999999996	0.11916666666666666
0.2719166666666667	0.17916666666666667
0.31654166666666667	0.08
0.31845833333333334	0.16333333333333333
0.28979166666666667	0.15916666666666665
0.2894166666666667	0.14208333333333334
0.295	0.18000000000000002
0.26816666666666666	0.18499999999999997
0.24691666666666667	0.21791666666666668
0.230625	0.15208333333333332
0.2909583333333333	0.15708333333333332
0.285	0.0825
0.26858333333333334	0.16833333333333333
0.24987499999999999	0.12583333333333332
0.23725	0.15833333333333333
0.23908333333333334	0.1525
0.256	0.1075
0.26266666666666666	0.10083333333333333
0.257625	0.08875
0.36633333333333334	0.034999999999999996
0.36204166666666665	0.04583333333333334
0.3353333333333333	0.10541666666666666
0.34354166666666663	0.08166666666666667
