Variable_X Variable_Y
0.189714 0.337212
0.145568 0.317675
0.055871 0.214937
0.613635 0.312506
0.083024 0.251609
0.160223 0.342709
0.135835 0.268256
0.567447 0.377313
0.387645 0.541425
0.917703 0.448903
0.440274 0.411855
0.078650 0.274573
0.029223 0.233538
0.159184 0.390883
0.291164 0.387372
0.151024 0.331629
0.750674 0.101586
0.075254 0.168396
0.230632 0.369311
0.125968 0.315041
0.230472 0.396043
0.946300 0.824798
0.612970 0.689493
0.487929 0.319788
0.074194 0.236192
0.224318 0.496788
0.731848 0.512591
0.945293 0.842726
0.952533 0.991461
0.015299 0.195597
0.908021 0.912505
0.497890 0.528005
0.775170 0.685483
0.533796 0.131444
0.496072 0.375894
0.029017 0.244274
0.845956 0.077095
0.614975 0.517834
0.903059 0.345604
0.287281 0.445268
0.312683 0.421606
0.222185 0.431449
0.209687 0.434329
0.131630 0.357015
0.577659 0.006530
0.042052 0.243801
0.993245 0.703481
0.379342 0.519846
0.145328 0.318225
0.012205 0.199519
0.071519 0.253858
0.545038 0.973824
0.217118 0.391447
0.294234 0.509153
0.021800 0.216677
0.712886 0.431114
0.282191 0.484537
0.155152 0.321371
0.947517 0.669028
0.164419 0.338321
0.318635 0.426684
0.877255 0.653887
0.531528 0.429157
0.256666 0.420769
0.370643 0.540519
0.100218 0.275502
0.349294 0.514816
0.435269 0.097958
0.232081 0.444070
0.471657 0.406913
0.363555 0.457059
0.504069 0.789237
0.932850 0.393308
0.749284 0.190408
0.143945 0.269319
0.614014 0.166773
0.710908 0.726899
0.970548 0.059204
0.046772 0.246322
0.286823 0.459577
0.178390 0.280902
0.788131 0.407764
0.228978 0.410374
0.268450 0.393220
0.470172 0.742342
0.196312 0.368493
0.794879 0.314568
0.039739 0.198898
0.697706 0.509431
0.586755 0.123582
0.727990 0.952328
0.210030 0.390271
0.760041 0.042697
0.654880 0.857682
0.261154 0.428577
0.434070 0.035839
0.267241 0.467426
0.981256 0.566748
0.532611 0.777632
0.181298 0.435515
0.371065 0.523606
0.727150 0.199260
0.922609 0.480217
0.630974 0.352221
0.113392 0.284818
0.309459 0.431383
0.755495 0.466651
0.406310 0.582812
0.964077 0.945735
0.910476 0.526137
0.368685 0.525582
0.308254 0.522022
0.791696 0.451339
0.614122 0.870047
0.667357 0.684574
0.820080 0.068457
0.172957 0.320769
0.075155 0.246045
0.268302 0.441855
0.706522 0.752774
0.158499 0.324436
0.423390 0.041211
0.241689 0.417740
0.888919 0.219800
0.370131 0.537620
0.331590 0.536506
0.162458 0.320397
0.115745 0.313347
0.752889 0.543086
0.876638 0.914260
0.627148 0.382515
0.209311 0.373696
0.127300 0.292787
0.286911 0.450883
0.103562 0.281401
0.936671 0.178674
0.420173 0.863803
0.134763 0.295851
0.833339 0.350609
0.842930 0.066484
0.630723 0.026766
0.268945 0.453657
0.060090 0.300430
0.482673 0.031511
0.013632 0.162831
0.244851 0.382984
0.654847 0.184595
0.222643 0.434836
0.872544 0.870384
0.567536 0.373322
0.143201 0.303429
0.123057 0.287181
0.207250 0.400503
0.461311 0.564799
0.670259 0.997591
0.803518 0.249476
0.422848 0.102805
0.777790 0.334845
0.628807 0.786358
0.793967 0.926261
0.598903 0.626991
0.635976 0.413113
0.181145 0.407884
0.912865 0.648364
0.334302 0.517261
0.609903 0.177698
0.163886 0.403155
0.731091 0.653386
0.249295 0.477877
0.098421 0.366206
0.402365 0.656622
