Variable_X Variable_Y
0.058005 0.305432
0.363018 0.488338
0.729117 0.764279
0.300323 0.454856
0.278843 0.451024
0.352122 0.551313
0.754124 0.762505
0.955571 0.911665
0.482565 0.315731
0.501279 0.622903
0.615810 0.267748
0.840511 0.734962
0.240557 0.408263
0.182430 0.368862
0.191663 0.407979
0.294681 0.470245
0.424321 0.875642
0.788681 0.432986
0.526855 0.452814
0.865352 0.702678
0.156774 0.337945
0.829991 0.521023
0.951967 0.246029
0.139752 0.370461
0.499627 0.980476
0.123198 0.294181
0.486418 0.291226
0.827372 0.681881
0.525640 0.699360
0.325446 0.518287
0.455877 0.297444
0.049666 0.335205
0.276315 0.487077
0.744888 0.954138
0.287780 0.435387
0.586820 0.348534
0.760500 0.037850
0.674101 0.957806
0.205822 0.383087
0.695919 0.687165
0.207322 0.397180
0.650170 0.481174
0.671743 0.019636
0.163220 0.343401
0.031542 0.247436
0.523453 0.631611
0.333368 0.520270
0.238139 0.381889
0.103699 0.336607
0.269707 0.455656
0.472856 0.858019
0.766405 0.143083
0.371524 0.568605
0.656471 0.963470
0.685412 0.621713
0.568269 0.441503
0.053008 0.226963
0.321662 0.512419
0.282808 0.370976
0.797149 0.855422
0.830552 0.816372
0.253698 0.437198
0.331243 0.501942
0.229480 0.433990
0.489612 0.108761
0.833839 0.111968
0.810631 0.306615
0.151107 0.340357
0.109633 0.308868
0.201008 0.355077
0.790707 0.457670
0.030770 0.267045
0.187016 0.305363
0.679401 0.187565
0.245225 0.387005
0.287393 0.459898
0.212666 0.389377
0.083094 0.284660
0.433721 0.182534
0.280961 0.483536
0.724667 0.393791
0.605569 0.794384
0.163932 0.386130
0.212867 0.377319
0.170295 0.274329
0.701183 0.400187
0.796072 0.778523
0.542298 0.166755
0.096632 0.299944
0.063036 0.312366
0.248797 0.450049
0.549206 0.766322
0.308335 0.463277
0.283249 0.483631
0.088092 0.324991
0.245152 0.427503
0.252774 0.391491
0.536755 0.042712
0.550190 0.227764
0.169889 0.284755
0.496576 0.379086
0.043822 0.326719
0.404242 0.121032
0.323589 0.473505
0.047289 0.246038
0.104596 0.258804
0.708401 0.736667
0.812051 0.871633
0.901125 0.457013
0.034508 0.221172
0.997118 0.926719
0.917317 0.105648
0.596982 0.210554
0.106250 0.291204
0.463895 0.152592
0.092100 0.345682
0.233728 0.411916
